supplier,sku,laya,laya_prob
IEK,250600001_,Измерения и инструмент,0.5874
IEK,250600002_,Измерения и инструмент,0.5685
IEK,250600003_,Измерения и инструмент,0.6094
IEK,250600004_,Измерения и инструмент,0.5594
IEK,250600005_,Измерения и инструмент,0.5719
IEK,250600006_,Измерения и инструмент,0.4873
IEK,250600007,Измерения и инструмент,0.3144
IEK,250600007_,Измерения и инструмент,0.5366
IEK,250600008_,Измерения и инструмент,0.5119
IEK,250600009_,Измерения и инструмент,0.5729
IEK,250600010_,Измерения и инструмент,0.5265
IEK,250600011_,Измерения и инструмент,0.434
IEK,250600012_,Измерения и инструмент,0.5453
IEK,250600013_,"Кабель, провод, СКС",0.5233
IEK,250600014_,"Кабель, провод, СКС",0.5269
IEK,250600015_,"Кабель, провод, СКС",0.5499
IEK,250600020_,Измерения и инструмент,0.5167
IEK,250600021_,Измерения и инструмент,0.4913
IEK,250600030_,"Кабель, провод, СКС",0.5148
IEK,250600034_,Щиты и боксы,0.4323
IEK,250600039_,"Трубы, кабель-каналы, лотки",0.3739
IEK,250600041_,"Трубы, кабель-каналы, лотки",0.5036
IEK,250600050_,"Кабель, провод, СКС",0.447
IEK,250600051_,"Кабель, провод, СКС",0.3617
IEK,250600053_,Измерения и инструмент,0.3944
IEK,250600054_,Измерения и инструмент,0.3778
IEK,250600055_,Измерения и инструмент,0.4575
IEK,250600056_,Измерения и инструмент,0.3909
IEK,250600057_,Измерения и инструмент,0.4378
IEK,250600058_,Измерения и инструмент,0.4254
IEK,250600059_,Измерения и инструмент,0.4867
IEK,250600063_,Розетки и выключатели,0.5979
IEK,250600087_,Щиты и боксы,0.8183
IEK,250600115_,Измерения и инструмент,0.6
IEK,250600116_,Измерения и инструмент,0.5649
IEK,250600117_,Измерения и инструмент,0.5417
IEK,250600129_,Щиты и боксы,0.2648
IEK,250600130_,Щиты и боксы,0.3506
IEK,250600131_,Щиты и боксы,0.2657
IEK,250600132_,Щиты и боксы,0.354
IEK,250600150_,Измерения и инструмент,0.7314
IEK,250600152_,Измерения и инструмент,0.4793
IEK,250600173_,"Кабель, провод, СКС",0.262
IEK,250600174_,"Кабель, провод, СКС",0.3739
IEK,250600175_,"Кабель, провод, СКС",0.3755
IEK,250600176_,"Кабель, провод, СКС",0.3811
IEK,250600177_,"Кабель, провод, СКС",0.3455
IEK,250600178_,"Кабель, провод, СКС",0.2642
IEK,250600179_,"Кабель, провод, СКС",0.3334
IEK,250600180_,"Кабель, провод, СКС",0.3153
IEK,250600181_,"Кабель, провод, СКС",0.3994
IEK,250600182_,"Кабель, провод, СКС",0.4245
IEK,250600183_,"Кабель, провод, СКС",0.3667
IEK,250600184_,"Кабель, провод, СКС",0.385
IEK,250600185_,"Кабель, провод, СКС",0.2814
IEK,250600186_,"Кабель, провод, СКС",0.3254
IEK,250600187_,Щиты и боксы,0.3651
IEK,250600244_,"Кабель, провод, СКС",0.1911
IEK,250600250_,"Трубы, кабель-каналы, лотки",0.4924
IEK,250600252_,Коробки установочные,0.3974
IEK,250600271_,Щиты и боксы,0.429
IEK,250600275_,Щиты и боксы,0.3969
IEK,250600276_,Щиты и боксы,0.3326
IEK,250600277_,Щиты и боксы,0.4373
IEK,250600278_,Щиты и боксы,0.4674
IEK,250600279_,Щиты и боксы,0.5117
IEK,250600287_,Измерения и инструмент,0.3832
IEK,250600289_,Щиты и боксы,0.3474
IEK,250600290_,Щиты и боксы,0.3779
IEK,250600291_,Щиты и боксы,0.4126
IEK,250600292_,Щиты и боксы,0.5138
IEK,250600293_,Щиты и боксы,0.3831
IEK,250600294_,Щиты и боксы,0.4409
IEK,250600309_,Щиты и боксы,0.9517
IEK,250600310_,Щиты и боксы,0.954
IEK,250600311_,Щиты и боксы,0.9561
IEK,250600312_,Щиты и боксы,0.9543
IEK,250600313_,Щиты и боксы,0.9441
IEK,250600314_,Щиты и боксы,0.9427
IEK,250600315_,Щиты и боксы,0.9459
IEK,250600316_,Щиты и боксы,0.9536
IEK,250600317_,Щиты и боксы,0.9374
IEK,250600318_,Щиты и боксы,0.9411
IEK,251000053_,Щиты и боксы,0.4379
IEK,251400017_,Щиты и боксы,0.2823
IEK,251400019_,"Шины, клеммы, изоляторы",0.3317
IEK,251400020_,Щиты и боксы,0.3383
IEK,251400021_,Щиты и боксы,0.2817
IEK,251400022_,Щиты и боксы,0.2646
IEK,251400023_,"Шины, клеммы, изоляторы",0.2853
IEK,251400024_,"Шины, клеммы, изоляторы",0.2899
IEK,251400025_,Щиты и боксы,0.3007
IEK,251400026_,Щиты и боксы,0.2689
IEK,251400027_,Щиты и боксы,0.3159
IEK,251400028_,"Шины, клеммы, изоляторы",0.2244
IEK,251400029_,"Шины, клеммы, изоляторы",0.2576
IEK,251400030_,"Трубы, кабель-каналы, лотки",0.3378
IEK,251400031_,"Шины, клеммы, изоляторы",0.265
IEK,251400032_,"Шины, клеммы, изоляторы",0.2221
IEK,251400033_,"Трубы, кабель-каналы, лотки",0.2236
IEK,251400034_,"Шины, клеммы, изоляторы",0.2873
IEK,251400035_,"Шины, клеммы, изоляторы",0.269
IEK,251400036_,"Шины, клеммы, изоляторы",0.2789
IEK,251400037_,"Шины, клеммы, изоляторы",0.3153
IEK,251400038_,"Шины, клеммы, изоляторы",0.2837
IEK,251400039_,Щиты и боксы,0.3105
IEK,251400040_,Щиты и боксы,0.3234
IEK,251400041_,"Трубы, кабель-каналы, лотки",0.2977
IEK,251400042_,"Трубы, кабель-каналы, лотки",0.3226
IEK,251400043_,Щиты и боксы,0.3339
IEK,251400044_,"Трубы, кабель-каналы, лотки",0.4308
IEK,251400045_,Измерения и инструмент,0.7703
IEK,251400046_,Измерения и инструмент,0.7369
IEK,251400047_,Измерения и инструмент,0.7106
IEK,251400048_,Измерения и инструмент,0.7693
IEK,251400049_,Измерения и инструмент,0.7671
IEK,251400050_,Измерения и инструмент,0.6699
IEK,251400051_,Измерения и инструмент,0.6688
IEK,251400052_,Измерения и инструмент,0.657
IEK,251400053_,Измерения и инструмент,0.7229
IEK,251400054_,Измерения и инструмент,0.6479
IEK,251400055_,Измерения и инструмент,0.6559
IEK,251400056_,Измерения и инструмент,0.6418
IEK,251400057_,Измерения и инструмент,0.5816
IEK,251400058_,Измерения и инструмент,0.5689
IEK,251400059_,Измерения и инструмент,0.5468
IEK,251400060_,Измерения и инструмент,0.5347
IEK,251400061_,Измерения и инструмент,0.5234
IEK,251400062_,Измерения и инструмент,0.551
IEK,251400063_,Измерения и инструмент,0.5478
IEK,251400064_,Измерения и инструмент,0.5335
IEK,251400065_,Щиты и боксы,0.3966
IEK,251400066_,Щиты и боксы,0.5627
IEK,251400067_,Щиты и боксы,0.4361
IEK,251400068_,Щиты и боксы,0.4847
IEK,251400069_,Щиты и боксы,0.4071
IEK,251400070_,Щиты и боксы,0.5966
IEK,251400071_,Щиты и боксы,0.5036
IEK,251400072_,Щиты и боксы,0.3418
IEK,251400073_,Щиты и боксы,0.6677
IEK,251400074_,Щиты и боксы,0.4207
IEK,251400075_,Щиты и боксы,0.3546
IEK,251400076_,Щиты и боксы,0.3467
IEK,251400077_,Щиты и боксы,0.544
IEK,251400078_,Щиты и боксы,0.4477
IEK,251400079_,Щиты и боксы,0.4948
IEK,251400080_,Щиты и боксы,0.4366
IEK,251400081_,Щиты и боксы,0.4538
IEK,251400082_,Щиты и боксы,0.3756
IEK,251400083_,Щиты и боксы,0.6518
IEK,251400084_,Щиты и боксы,0.501
IEK,251400085_,Щиты и боксы,0.5157
IEK,251400086_,Щиты и боксы,0.5533
IEK,251400087_,Щиты и боксы,0.4841
IEK,251400088_,Щиты и боксы,0.6393
IEK,251400089_,Щиты и боксы,0.3516
IEK,251400090_,Щиты и боксы,0.6239
IEK,251400091_,Щиты и боксы,0.527
IEK,251400092_,Измерения и инструмент,0.3448
IEK,251400093_,Измерения и инструмент,0.3557
IEK,251400094_,Щиты и боксы,0.4898
IEK,251400095_,Щиты и боксы,0.4582
IEK,251400096_,Щиты и боксы,0.4096
IEK,251400097_,Щиты и боксы,0.3556
IEK,251400098_,Щиты и боксы,0.3527
IEK,251400099_,Щиты и боксы,0.3207
IEK,251400100_,Щиты и боксы,0.4037
IEK,251400101_,Щиты и боксы,0.4241
IEK,251400102_,Щиты и боксы,0.4
IEK,251400103_,Щиты и боксы,0.437
IEK,251400104_,Щиты и боксы,0.4158
IEK,251400105_,Щиты и боксы,0.449
IEK,251400106_,Щиты и боксы,0.4733
IEK,251400107_,Измерения и инструмент,0.3932
IEK,251400108_,Измерения и инструмент,0.4333
IEK,251400109_,Щиты и боксы,0.4236
IEK,251400110_,Щиты и боксы,0.3795
IEK,251400111_,Щиты и боксы,0.554
IEK,251400112_,Щиты и боксы,0.4951
IEK,251400113_,Щиты и боксы,0.436
IEK,251400114_,Щиты и боксы,0.5211
IEK,251400115_,Щиты и боксы,0.484
IEK,251400116_,Щиты и боксы,0.3319
IEK,251400117_,Щиты и боксы,0.3599
IEK,251400118_,Щиты и боксы,0.4352
IEK,251400119_,Щиты и боксы,0.4191
IEK,251400120_,Щиты и боксы,0.4397
IEK,251400121_,Щиты и боксы,0.4288
IEK,251400122_,Щиты и боксы,0.3861
IEK,251400123_,Щиты и боксы,0.3634
IEK,251400124_,Щиты и боксы,0.3564
IEK,251400125_,Измерения и инструмент,0.364
IEK,251400126_,Щиты и боксы,0.5081
IEK,251400127_,Щиты и боксы,0.4686
IEK,251400128_,Щиты и боксы,0.4433
IEK,251400129_,Щиты и боксы,0.469
IEK,251400130_,Щиты и боксы,0.4263
IEK,251400131_,Щиты и боксы,0.3964
IEK,251400132_,Щиты и боксы,0.3519
IEK,251400133_,Щиты и боксы,0.3554
IEK,251400134_,Измерения и инструмент,0.3566
IEK,251400135_,Щиты и боксы,0.3605
IEK,251400136_,Измерения и инструмент,0.3516
IEK,251400137_,Щиты и боксы,0.2725
IEK,251400138_,Щиты и боксы,0.2717
IEK,251400139_,"Трубы, кабель-каналы, лотки",0.2444
IEK,251400140_,"Шины, клеммы, изоляторы",0.8158
IEK,251400141_,"Шины, клеммы, изоляторы",0.8636
IEK,251400142_,"Шины, клеммы, изоляторы",0.8125
IEK,251400143_,Щиты и боксы,0.2885
IEK,251400144_,Щиты и боксы,0.4869
IEK,251400145_,Щиты и боксы,0.4324
IEK,251400146_,Щиты и боксы,0.499
IEK,251400147_,Щиты и боксы,0.6516
IEK,251400148_,Щиты и боксы,0.4425
IEK,260100138_,Щиты и боксы,0.4806
IEK,260100140_,Щиты и боксы,0.446
IEK,260100153_,Щиты и боксы,0.4849
IEK,260100154_,Щиты и боксы,0.3921
IEK,260100155_,Щиты и боксы,0.4569
IEK,260100157_,Щиты и боксы,0.4259
IEK,260100158_,Щиты и боксы,0.3199
IEK,260100165_,Щиты и боксы,0.4087
IEK,260100167_,Щиты и боксы,0.3896
IEK,260100168_,Щиты и боксы,0.3908
IEK,260100169_,Щиты и боксы,0.5052
IEK,260100172_,Щиты и боксы,0.3189
IEK,270100211_,"Трубы, кабель-каналы, лотки",0.6552
IEK,270100212_,"Трубы, кабель-каналы, лотки",0.5655
IEK,270100213_,"Трубы, кабель-каналы, лотки",0.5257
IEK,270100214_,"Трубы, кабель-каналы, лотки",0.6688
IEK,270100215_,"Трубы, кабель-каналы, лотки",0.5337
IEK,270100217_,"Трубы, кабель-каналы, лотки",0.7686
IEK,270100218_,"Трубы, кабель-каналы, лотки",0.5085
IEK,270100219_,"Трубы, кабель-каналы, лотки",0.5907
IEK,270100221_,"Трубы, кабель-каналы, лотки",0.6116
IEK,270100223_,"Трубы, кабель-каналы, лотки",0.4951
IEK,270200027_,УЗО и дифавтоматы,0.5172
IEK,270200048_,Автоматы и предохранители,0.5731
IEK,270200056_,Автоматы и предохранители,0.4654
IEK,270200057_,УЗО и дифавтоматы,0.4616
IEK,270200058_,Автоматы и предохранители,0.4438
IEK,270200059_,Автоматы и предохранители,0.541
IEK,270200063_,УЗО и дифавтоматы,0.4496
IEK,270200075_,УЗО и дифавтоматы,0.5446
IEK,270200099_,УЗО и дифавтоматы,0.5235
IEK,270200100_,УЗО и дифавтоматы,0.4253
IEK,270200101_,УЗО и дифавтоматы,0.5325
IEK,270200102_,УЗО и дифавтоматы,0.5335
IEK,270200114_,УЗО и дифавтоматы,0.5384
IEK,270200120_,УЗО и дифавтоматы,0.4498
IEK,270200129_,УЗО и дифавтоматы,0.506
IEK,270200130_,УЗО и дифавтоматы,0.5212
IEK,270200131_,УЗО и дифавтоматы,0.5253
IEK,270200132_,УЗО и дифавтоматы,0.5212
IEK,270200142_,УЗО и дифавтоматы,0.5126
IEK,270200143_,УЗО и дифавтоматы,0.5128
IEK,270300001_,Щиты и боксы,0.7622
IEK,270300002_,Щиты и боксы,0.801
IEK,270300003_,Щиты и боксы,0.7793
IEK,270300004_,Щиты и боксы,0.8053
IEK,270300007_,Щиты и боксы,0.7824
IEK,270300021_,Измерения и инструмент,0.4713
IEK,270300025_,Измерения и инструмент,0.4417
IEK,270300030_,Измерения и инструмент,0.377
IEK,270300035_,Измерения и инструмент,0.4247
IEK,270300078_,"Трубы, кабель-каналы, лотки",0.5465
IEK,270300079_,"Трубы, кабель-каналы, лотки",0.695
IEK,270300098_,Измерения и инструмент,0.353
IEK,270300099_,Измерения и инструмент,0.3717
IEK,270300100_,Измерения и инструмент,0.3704
IEK,270300101_,Измерения и инструмент,0.3985
IEK,270300105_,"Трубы, кабель-каналы, лотки",0.5012
IEK,270300106_,Измерения и инструмент,0.5054
IEK,270300112_,Измерения и инструмент,0.3152
IEK,270300113_,Измерения и инструмент,0.4236
IEK,270300130_,Измерения и инструмент,0.3962
IEK,270300132_,Измерения и инструмент,0.397
IEK,270300133_,"Кабель, провод, СКС",0.8046
IEK,270300134_,"Кабель, провод, СКС",0.5152
IEK,270300150_,"Трубы, кабель-каналы, лотки",0.5521
IEK,270300151_,"Трубы, кабель-каналы, лотки",0.5988
IEK,270300153_,"Трубы, кабель-каналы, лотки",0.461
IEK,270300184_,Измерения и инструмент,0.4145
IEK,270300200_,"Трубы, кабель-каналы, лотки",0.6677
IEK,270300212_,Светильники и лампы,0.3687
IEK,270300217_,Измерения и инструмент,0.4645
IEK,270300221_,Светильники и лампы,0.3108
IEK,270300222_,Розетки и выключатели,0.2464
IEK,270300224_,Светильники и лампы,0.3528
IEK,270300231_,Светильники и лампы,0.3787
IEK,270300234_,Измерения и инструмент,0.4437
IEK,270300244_,Светильники и лампы,0.3589
IEK,270300251_,Щиты и боксы,0.7889
IEK,270300253_,Щиты и боксы,0.7853
IEK,270300254_,Щиты и боксы,0.7943
IEK,270300259_,Светильники и лампы,0.315
IEK,270300260_,Светильники и лампы,0.5556
IEK,270300261_,Светильники и лампы,0.3563
IEK,270300262_,Светильники и лампы,0.3706
IEK,270300263_,Светильники и лампы,0.3554
IEK,270300264_,Светильники и лампы,0.3553
IEK,270300265_,Розетки и выключатели,0.2508
IEK,270300266_,Розетки и выключатели,0.229
IEK,270300267_,Светильники и лампы,0.4828
IEK,270300268_,Светильники и лампы,0.4865
IEK,270300269_,Светильники и лампы,0.4881
IEK,270300270_,Светильники и лампы,0.603
IEK,270300271_,Светильники и лампы,0.5985
IEK,270300272_,Светильники и лампы,0.5858
IEK,270300273_,Светильники и лампы,0.55
IEK,270300274_,Светильники и лампы,0.5572
IEK,270300275_,Светильники и лампы,0.5109
IEK,270300276_,Светильники и лампы,0.5461
IEK,270300277_,Светильники и лампы,0.4458
IEK,270300278_,Светильники и лампы,0.4649
IEK,270300279_,Светильники и лампы,0.4668
IEK,270300281_,УЗО и дифавтоматы,0.4001
IEK,270300282_,УЗО и дифавтоматы,0.3535
IEK,270300283_,УЗО и дифавтоматы,0.3315
IEK,270300284_,Светильники и лампы,0.3709
IEK,270300285_,Светильники и лампы,0.4348
IEK,270300286_,Светильники и лампы,0.3834
IEK,270300287_,Светильники и лампы,0.3806
IEK,270300288_,Светильники и лампы,0.3683
IEK,270300289_,Светильники и лампы,0.407
IEK,270300290_,Светильники и лампы,0.4949
IEK,270300291_,Светильники и лампы,0.4103
IEK,270300292_,Светильники и лампы,0.4535
IEK,270300293_,Светильники и лампы,0.4767
IEK,270300295_,Розетки и выключатели,0.4157
IEK,270300296_,Розетки и выключатели,0.4012
IEK,270300297_,Розетки и выключатели,0.3869
IEK,270300298_,Розетки и выключатели,0.4152
IEK,270300299_,Измерения и инструмент,0.3865
IEK,270300300_,"Кабель, провод, СКС",0.3915
IEK,270300301_,"Кабель, провод, СКС",0.2722
IEK,270300302_,Измерения и инструмент,0.3988
IEK,270300303_,"Кабель, провод, СКС",0.2547
IEK,270300304_,Измерения и инструмент,0.8034
IEK,270300305_,"Кабель, провод, СКС",0.3442
IEK,270300307_,"Кабель, провод, СКС",0.2984
IEK,270400021_,Светильники и лампы,0.9665
IEK,270400022_,Светильники и лампы,0.9576
IEK,270400035_,"Кабель, провод, СКС",0.2923
IEK,270400043_,Светильники и лампы,0.3337
IEK,270400046_,"Кабель, провод, СКС",0.2976
IEK,270400047_,"Кабель, провод, СКС",0.2967
IEK,280100001_,"Трубы, кабель-каналы, лотки",0.7287
IEK,280100002_,"Трубы, кабель-каналы, лотки",0.6068
IEK,280100003_,"Трубы, кабель-каналы, лотки",0.8671
IEK,280100004_,"Трубы, кабель-каналы, лотки",0.8118
IEK,280100005_,"Трубы, кабель-каналы, лотки",0.7206
IEK,280100006_,"Трубы, кабель-каналы, лотки",0.7677
IEK,280100007_,"Трубы, кабель-каналы, лотки",0.832
IEK,280100009_,"Трубы, кабель-каналы, лотки",0.7228
IEK,280100010_,"Трубы, кабель-каналы, лотки",0.8704
IEK,280100011_,"Трубы, кабель-каналы, лотки",0.7618
IEK,280100012_,"Трубы, кабель-каналы, лотки",0.7654
IEK,280100013_,"Трубы, кабель-каналы, лотки",0.6789
IEK,280100014_,"Трубы, кабель-каналы, лотки",0.8052
IEK,280100015_,"Трубы, кабель-каналы, лотки",0.7186
IEK,280100016_,"Трубы, кабель-каналы, лотки",0.7529
IEK,280100020_,"Трубы, кабель-каналы, лотки",0.6105
IEK,280100103_,"Трубы, кабель-каналы, лотки",0.9548
IEK,280100116_,Измерения и инструмент,0.7898
IEK,280100117_,Измерения и инструмент,0.8127
IEK,280100118_,"Шины, клеммы, изоляторы",0.6662
IEK,280100119_,Розетки и выключатели,0.8552
IEK,280100120_,Розетки и выключатели,0.9535
IEK,280100121_,Розетки и выключатели,0.4776
IEK,280100122_,Измерения и инструмент,0.9009
IEK,280100123_,Измерения и инструмент,0.9272
IEK,280100124_,Измерения и инструмент,0.8651
IEK,280100125_,Измерения и инструмент,0.8941
IEK,280100126_,Измерения и инструмент,0.2854
IEK,280100127_,"Шины, клеммы, изоляторы",0.299
IEK,280100128_,"Кабель, провод, СКС",0.2893
IEK,280100129_,Розетки и выключатели,1.0
IEK,280100130_,Розетки и выключатели,1.0
IEK,280100131_,Розетки и выключатели,0.9989
IEK,280100132_,Розетки и выключатели,0.9986
IEK,280100133_,Розетки и выключатели,0.9939
IEK,280100134_,Измерения и инструмент,0.6098
IEK,280100135_,Измерения и инструмент,0.9786
IEK,280100136_,Измерения и инструмент,0.9466
IEK,280100137_,"Кабель, провод, СКС",0.1985
IEK,280100138_,"Кабель, провод, СКС",0.2095
IEK,280100139_,Измерения и инструмент,0.3556
IEK,280100140_,Измерения и инструмент,0.346
IEK,280100141_,Щиты и боксы,0.9324
IEK,280100162_,"Трубы, кабель-каналы, лотки",0.7382
IEK,280100240_,"Трубы, кабель-каналы, лотки",0.9897
IEK,280100293_,Измерения и инструмент,0.7263
IEK,280100294_,"Кабель, провод, СКС",0.2208
IEK,280100295_,"Кабель, провод, СКС",0.2046
IEK,280100296_,Измерения и инструмент,0.8314
IEK,280100297_,"Кабель, провод, СКС",0.2333
IEK,280100298_,Измерения и инструмент,0.3535
IEK,280100299_,"Кабель, провод, СКС",0.2688
IEK,280100300_,"Трубы, кабель-каналы, лотки",0.2627
IEK,280100301_,"Трубы, кабель-каналы, лотки",0.2387
IEK,280100302_,Измерения и инструмент,0.5501
IEK,280100303_,Измерения и инструмент,0.2
IEK,280100304_,"Кабель, провод, СКС",0.1782
IEK,280100305_,Измерения и инструмент,0.1814
IEK,280100306_,"Кабель, провод, СКС",0.1826
IEK,280100307_,"Шины, клеммы, изоляторы",0.4773
IEK,280100308_,"Шины, клеммы, изоляторы",0.6051
IEK,280100309_,"Шины, клеммы, изоляторы",0.6096
IEK,280100310_,"Шины, клеммы, изоляторы",0.6752
IEK,280100311_,Измерения и инструмент,0.7351
IEK,280100312_,"Шины, клеммы, изоляторы",0.4943
IEK,280100313_,"Шины, клеммы, изоляторы",0.7902
IEK,280100314_,"Шины, клеммы, изоляторы",0.8202
IEK,280100336_,"Трубы, кабель-каналы, лотки",0.9389
IEK,280100337_,"Трубы, кабель-каналы, лотки",0.9377
IEK,280100338_,"Трубы, кабель-каналы, лотки",0.9582
IEK,280100339_,"Трубы, кабель-каналы, лотки",0.992
IEK,280100340_,"Трубы, кабель-каналы, лотки",0.9759
IEK,280100341_,"Трубы, кабель-каналы, лотки",0.98
IEK,280100342_,"Трубы, кабель-каналы, лотки",0.9786
IEK,280100343_,"Трубы, кабель-каналы, лотки",0.9872
IEK,280100344_,"Трубы, кабель-каналы, лотки",0.987
IEK,280100345_,"Трубы, кабель-каналы, лотки",0.2677
IEK,280100346_,"Трубы, кабель-каналы, лотки",0.3208
IEK,280100347_,"Трубы, кабель-каналы, лотки",0.2652
IEK,280100348_,"Трубы, кабель-каналы, лотки",0.3171
IEK,280100349_,Измерения и инструмент,0.6834
IEK,280100350_,Измерения и инструмент,0.6095
IEK,280100351_,Измерения и инструмент,0.4707
IEK,280100352_,Измерения и инструмент,0.485
IEK,280100353_,"Шины, клеммы, изоляторы",0.6606
IEK,280100354_,"Шины, клеммы, изоляторы",0.7114
IEK,280100355_,"Шины, клеммы, изоляторы",0.7007
IEK,280100356_,"Шины, клеммы, изоляторы",0.6972
IEK,280100357_,Прочее,0.1636
IEK,280100358_,Измерения и инструмент,0.173
IEK,280100359_,"Кабель, провод, СКС",0.1607
IEK,280100360_,Измерения и инструмент,0.1582
IEK,280100361_,"Шины, клеммы, изоляторы",0.5765
IEK,280100362_,"Шины, клеммы, изоляторы",0.6355
IEK,280100363_,"Шины, клеммы, изоляторы",0.6256
IEK,280100364_,"Шины, клеммы, изоляторы",0.6547
IEK,280100365_,"Кабель, провод, СКС",0.3048
IEK,280100366_,"Кабель, провод, СКС",0.264
IEK,280100367_,"Кабель, провод, СКС",0.302
IEK,280100368_,"Кабель, провод, СКС",0.303
IEK,280100369_,"Кабель, провод, СКС",0.1845
IEK,280100370_,Прочее,0.1697
IEK,280100371_,"Кабель, провод, СКС",0.2064
IEK,280100372_,"Кабель, провод, СКС",0.1906
IEK,280100373_,"Трубы, кабель-каналы, лотки",0.9698
IEK,280100374_,"Трубы, кабель-каналы, лотки",0.9465
IEK,280100375_,"Трубы, кабель-каналы, лотки",0.9615
IEK,280100376_,"Трубы, кабель-каналы, лотки",0.9264
IEK,280100377_,"Трубы, кабель-каналы, лотки",0.9636
IEK,280100378_,"Трубы, кабель-каналы, лотки",0.9595
IEK,280100379_,"Трубы, кабель-каналы, лотки",0.9618
IEK,280100380_,"Кабель, провод, СКС",0.2515
IEK,280100381_,"Кабель, провод, СКС",0.2431
IEK,280100382_,"Кабель, провод, СКС",0.2559
IEK,280100383_,"Кабель, провод, СКС",0.2674
IEK,280100384_,Измерения и инструмент,0.7491
IEK,280100385_,Измерения и инструмент,0.715
IEK,280100386_,Измерения и инструмент,0.5765
IEK,280100387_,Измерения и инструмент,0.6053
IEK,280100388_,"Шины, клеммы, изоляторы",0.3886
IEK,280100389_,"Шины, клеммы, изоляторы",0.5246
IEK,280100390_,"Шины, клеммы, изоляторы",0.5602
IEK,280100391_,"Шины, клеммы, изоляторы",0.5804
IEK,280100392_,"Шины, клеммы, изоляторы",0.5715
IEK,280100393_,Измерения и инструмент,0.3837
IEK,280100394_,Измерения и инструмент,0.3421
IEK,280100395_,"Кабель, провод, СКС",0.2469
IEK,280100396_,"Кабель, провод, СКС",0.2298
IEK,280100397_,"Шины, клеммы, изоляторы",0.8584
IEK,280100398_,"Шины, клеммы, изоляторы",0.8596
IEK,280100399_,"Шины, клеммы, изоляторы",0.856
IEK,280100400_,"Шины, клеммы, изоляторы",0.8414
IEK,280100401_,"Трубы, кабель-каналы, лотки",0.9217
IEK,280100402_,"Трубы, кабель-каналы, лотки",0.9025
IEK,280100403_,"Трубы, кабель-каналы, лотки",0.8661
IEK,280100404_,"Трубы, кабель-каналы, лотки",0.8261
IEK,280100405_,"Трубы, кабель-каналы, лотки",0.9087
IEK,280100406_,"Трубы, кабель-каналы, лотки",0.8545
IEK,280100407_,"Трубы, кабель-каналы, лотки",0.8769
IEK,280100408_,"Трубы, кабель-каналы, лотки",0.9389
IEK,280100409_,"Трубы, кабель-каналы, лотки",0.9416
IEK,280100410_,"Трубы, кабель-каналы, лотки",0.9019
IEK,280100411_,"Трубы, кабель-каналы, лотки",0.9193
IEK,280100412_,"Трубы, кабель-каналы, лотки",0.9086
IEK,280100413_,"Трубы, кабель-каналы, лотки",0.9324
IEK,280100414_,"Трубы, кабель-каналы, лотки",0.9357
IEK,280100415_,"Трубы, кабель-каналы, лотки",0.8856
IEK,280100416_,"Трубы, кабель-каналы, лотки",0.9246
IEK,280100417_,"Трубы, кабель-каналы, лотки",0.8891
IEK,280100418_,"Трубы, кабель-каналы, лотки",0.9161
IEK,280100419_,"Трубы, кабель-каналы, лотки",0.8495
IEK,280100420_,"Трубы, кабель-каналы, лотки",0.3752
IEK,280100421_,"Трубы, кабель-каналы, лотки",0.4104
IEK,280100422_,"Трубы, кабель-каналы, лотки",0.3499
IEK,280100423_,"Трубы, кабель-каналы, лотки",0.41
IEK,280100424_,"Трубы, кабель-каналы, лотки",0.3792
IEK,280100425_,"Трубы, кабель-каналы, лотки",0.3566
IEK,280100426_,"Трубы, кабель-каналы, лотки",0.3252
IEK,280100428_,Измерения и инструмент,0.7523
IEK,280100429_,Измерения и инструмент,0.7177
IEK,280100430_,Измерения и инструмент,0.6488
IEK,280100431_,Измерения и инструмент,0.5862
IEK,280100432_,Измерения и инструмент,0.697
IEK,280100433_,Измерения и инструмент,0.3985
IEK,280100434_,"Шины, клеммы, изоляторы",0.4963
IEK,280100435_,"Шины, клеммы, изоляторы",0.59
IEK,280100437_,"Шины, клеммы, изоляторы",0.6283
IEK,280100438_,"Шины, клеммы, изоляторы",0.6236
IEK,280100439_,"Шины, клеммы, изоляторы",0.5826
IEK,280100440_,"Шины, клеммы, изоляторы",0.6743
IEK,280100441_,Щиты и боксы,0.2608
IEK,280100442_,Щиты и боксы,0.2896
IEK,280100443_,Щиты и боксы,0.2806
IEK,280100444_,Щиты и боксы,0.2852
IEK,280100445_,Щиты и боксы,0.2818
IEK,280100446_,Щиты и боксы,0.271
IEK,280100447_,Щиты и боксы,0.2699
IEK,280100448_,"Шины, клеммы, изоляторы",0.9036
IEK,280100449_,"Шины, клеммы, изоляторы",0.907
IEK,280100450_,"Шины, клеммы, изоляторы",0.9117
IEK,280100451_,"Шины, клеммы, изоляторы",0.9163
IEK,280100452_,"Шины, клеммы, изоляторы",0.9276
IEK,280100453_,"Шины, клеммы, изоляторы",0.9465
IEK,280100454_,"Шины, клеммы, изоляторы",0.9533
IEK,280100455_,Щиты и боксы,0.2687
IEK,280100456_,Щиты и боксы,0.3073
IEK,280100457_,Щиты и боксы,0.2824
IEK,280100458_,Щиты и боксы,0.3118
IEK,280100459_,Щиты и боксы,0.2589
IEK,280100460_,Щиты и боксы,0.2453
IEK,280100461_,Щиты и боксы,0.2259
